pathway	consistency	p-value	FDR
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	0.0	1.0	1.0
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP	0.0	1.0	1.0
SCHLESINGER_METHYLATED_IN_COLON_CANCER	0.0	1.0	1.0
SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER	0.0	1.0	1.0
SCHLESINGER_H3K27ME3_IN_NORMAL_AND_METHYLATED_IN_CANCER	0.0	1.0	1.0
SCHEIDEREIT_IKK_TARGETS	0.0	1.0	1.0
SCHEIDEREIT_IKK_INTERACTING_PROTEINS	0.0	1.0	1.0
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	0.0	1.0	1.0
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	0.0	1.0	1.0
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	0.0	1.0	1.0
SEIDEN_ONCOGENESIS_BY_MET	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_UP	0.0	1.0	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	0.0	1.0	1.0
SA_TRKA_RECEPTOR	0.0	1.0	1.0
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	0.0	1.0	1.0
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	0.0	1.0	1.0
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	0.0	1.0	1.0
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	0.0	1.0	1.0
SEIDEN_MET_SIGNALING	0.0	1.0	1.0
SEAVEY_EPITHELIOID_HEMANGIOENDOTHELIOMA	0.0	1.0	1.0
SCIBETTA_KDM5B_TARGETS_UP	0.0	1.0	1.0
SCIBETTA_KDM5B_TARGETS_DN	0.0	1.0	1.0
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_UP	0.0	1.0	1.0
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	0.0	1.0	1.0
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_UP	0.0	1.0	1.0
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN	0.0	1.0	1.0
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_UP	0.0	1.0	1.0
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_DN	0.0	1.0	1.0
SCHUHMACHER_MYC_TARGETS_UP	0.0	1.0	1.0
SCHUHMACHER_MYC_TARGETS_DN	0.0	1.0	1.0
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	0.0	1.0	1.0
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN	0.0	1.0	1.0
SCHRAETS_MLL_TARGETS_UP	0.0	1.0	1.0
SCHRAETS_MLL_TARGETS_DN	0.0	1.0	1.0
SCHOEN_NFKB_SIGNALING	0.0	1.0	1.0
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	0.0	1.0	1.0
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_DN	0.0	1.0	1.0
SCHMAHL_PDGF_SIGNALING	0.0	1.0	1.0
SCHLOSSER_SERUM_RESPONSE_UP	0.0	1.0	1.0
SCHLOSSER_SERUM_RESPONSE_DN	0.0	1.0	1.0
SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	0.0	1.0	1.0
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	0.0	1.0	1.0
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	0.0	1.0	1.0
TSENG_IRS1_TARGETS_DN	0.0	1.0	1.0
TSUDA_ALVEOLAR_SOFT_PART_SARCOMA	0.0	1.0	1.0
WP_COPPER_HOMEOSTASIS	0.0	1.0	1.0
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_7OXOC_AND_7BETAHC_PATHWAYS	0.0	1.0	1.0
WP_6Q16_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_5Q35_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_4P163_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	0.0	1.0	1.0
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_22Q112_DISTAL_CNV	0.0	1.0	1.0
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_17P133_YWHAE_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_16P1311_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_16P122_COPY_NUMBER_VARIATION_SYNDROME_520KB	0.0	1.0	1.0
WP_16P112_PROXIMAL_DELETION_SYNDROME	0.0	1.0	1.0
WP_16P112_DISTAL_DELETION_SYNDROME	0.0	1.0	1.0
WP_15Q25_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_15Q11Q13_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_13Q1212_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME	0.0	1.0	1.0
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION	0.0	1.0	1.0
WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS	0.0	1.0	1.0
WP_AMINO_ACID_METABOLISM	0.0	1.0	1.0
WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS	0.0	1.0	1.0
WP_ALZHEIMERS_DISEASE	0.0	1.0	1.0
WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS	0.0	1.0	1.0
WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT	0.0	1.0	1.0
WP_ALSTROM_SYNDROME	0.0	1.0	1.0
WP_ALPHA_6_BETA_4_SIGNALING	0.0	1.0	1.0
WP_ALLOGRAFT_REJECTION	0.0	1.0	1.0
WP_ALBUTEROL_AND_BUDESONIDE_THERAPY_FOR_ASTHMA	0.0	1.0	1.0
WP_ALANINE_AND_ASPARTATE_METABOLISM	0.0	1.0	1.0
WP_AKT_SIGNALING_AND_ARTD_FAMILY_MEMBERS	0.0	1.0	1.0
WP_AGERELATED_MACULAR_DEGENERATION	0.0	1.0	1.0
WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WP_AGERAGE_PATHWAY	0.0	1.0	1.0
WP_AFLATOXIN_B1_METABOLISM	0.0	1.0	1.0
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY	0.0	1.0	1.0
WP_AEROBIC_GLYCOLYSIS_AUGMENTED	0.0	1.0	1.0
WP_ADIPOGENESIS	0.0	1.0	1.0
WP_ACUTE_VIRAL_MYOCARDITIS	0.0	1.0	1.0
WP_ACUTE_MYELOID_LEUKEMIA	0.0	1.0	1.0
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2	0.0	1.0	1.0
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME	0.0	1.0	1.0
WP_ACE_INHIBITOR_PATHWAY	0.0	1.0	1.0
WP_ACETYLCHOLINE_SYNTHESIS	0.0	1.0	1.0
WP_ACETAMINOPHEN_IN_ANALGESIA_AND_ANTIPYRESIS	0.0	1.0	1.0
WP_10Q22Q23_COPY_NUMBER_VARIATION	0.0	1.0	1.0
WOTTON_RUNX_TARGETS_UP	0.0	1.0	1.0
WEST_ADRENOCORTICAL_TUMOR_DN	0.0	1.0	1.0
WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	0.0	1.0	1.0
WILCOX_RESPONSE_TO_PROGESTERONE_UP	0.0	1.0	1.0
WILCOX_RESPONSE_TO_PROGESTERONE_DN	0.0	1.0	1.0
WIKMAN_ASBESTOS_LUNG_CANCER_UP	0.0	1.0	1.0
WIKMAN_ASBESTOS_LUNG_CANCER_DN	0.0	1.0	1.0
WIERENGA_STAT5A_TARGETS_UP	0.0	1.0	1.0
WIERENGA_STAT5A_TARGETS_GROUP2	0.0	1.0	1.0
WIERENGA_STAT5A_TARGETS_GROUP1	0.0	1.0	1.0
WIERENGA_STAT5A_TARGETS_DN	0.0	1.0	1.0
WIERENGA_PML_INTERACTOME	0.0	1.0	1.0
WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_UP	0.0	1.0	1.0
WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_DN	0.0	1.0	1.0
WIELAND_UP_BY_HBV_INFECTION	0.0	1.0	1.0
WHITFIELD_CELL_CYCLE_S	0.0	1.0	1.0
WILLERT_WNT_SIGNALING	0.0	1.0	1.0
WHITFIELD_CELL_CYCLE_M_G1	0.0	1.0	1.0
WHITFIELD_CELL_CYCLE_LITERATURE	0.0	1.0	1.0
WHITFIELD_CELL_CYCLE_G2_M	0.0	1.0	1.0
WHITFIELD_CELL_CYCLE_G2	0.0	1.0	1.0
WHITFIELD_CELL_CYCLE_G1_S	0.0	1.0	1.0
WHITE_NEUROBLASTOMA_WITH_1P36.3_DELETION	0.0	1.0	1.0
WHITESIDE_CISPLATIN_RESISTANCE_UP	0.0	1.0	1.0
WHITESIDE_CISPLATIN_RESISTANCE_DN	0.0	1.0	1.0
WHITEHURST_PACLITAXEL_SENSITIVITY	0.0	1.0	1.0
WHITEFORD_PEDIATRIC_CANCER_MARKERS	0.0	1.0	1.0
WEST_ADRENOCORTICAL_TUMOR_UP	0.0	1.0	1.0
WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP	0.0	1.0	1.0
WILENSKY_RESPONSE_TO_DARAPLADIB	0.0	1.0	1.0
WILLIAMS_ESR1_TARGETS_DN	0.0	1.0	1.0
WOTTON_RUNX_TARGETS_DN	0.0	1.0	1.0
WONG_ENDMETRIUM_CANCER_DN	0.0	1.0	1.0
WORSCHECH_TUMOR_REJECTION_UP	0.0	1.0	1.0
WORSCHECH_TUMOR_REJECTION_DN	0.0	1.0	1.0
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_UP	0.0	1.0	1.0
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_DN	0.0	1.0	1.0
WOO_LIVER_CANCER_RECURRENCE_UP	0.0	1.0	1.0
WOO_LIVER_CANCER_RECURRENCE_DN	0.0	1.0	1.0
WOOD_EBV_EBNA1_TARGETS_UP	0.0	1.0	1.0
WOOD_EBV_EBNA1_TARGETS_DN	0.0	1.0	1.0
WONG_PROTEASOME_GENE_MODULE	0.0	1.0	1.0
WONG_MITOCHONDRIA_GENE_MODULE	0.0	1.0	1.0
WONG_ENDOMETRIAL_CANCER_LATE	0.0	1.0	1.0
WONG_ENDMETRIUM_CANCER_UP	0.0	1.0	1.0
WONG_EMBRYONIC_STEM_CELL_CORE	0.0	1.0	1.0
WILLIAMS_ESR1_TARGETS_UP	0.0	1.0	1.0
WONG_ADULT_TISSUE_STEM_MODULE	0.0	1.0	1.0
WNT_SIGNALING	0.0	1.0	1.0
WINZEN_DEGRADED_VIA_KHSRP	0.0	1.0	1.0
WINTER_HYPOXIA_UP	0.0	1.0	1.0
WINTER_HYPOXIA_METAGENE	0.0	1.0	1.0
WINTER_HYPOXIA_DN	0.0	1.0	1.0
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	0.0	1.0	1.0
WINNEPENNINCKX_MELANOMA_METASTASIS_DN	0.0	1.0	1.0
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	0.0	1.0	1.0
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_DN	0.0	1.0	1.0
WILLIAMS_ESR2_TARGETS_UP	0.0	1.0	1.0
WILLIAMS_ESR2_TARGETS_DN	0.0	1.0	1.0
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION	0.0	1.0	1.0
WP_AMINO_ACID_TRANSPORT_DEFECTS_IEMS	0.0	1.0	1.0
WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING	0.0	1.0	1.0
WP_CARDIAC_PROGENITOR_DIFFERENTIATION	0.0	1.0	1.0
WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT	0.0	1.0	1.0
WP_CELL_DIFFERENTIATION_INDEX	0.0	1.0	1.0
WP_CELL_DIFFERENTIATION_EXPANDED_INDEX	0.0	1.0	1.0
WP_CELL_CYCLE	0.0	1.0	1.0
WP_CELLULAR_PROTEOSTASIS	0.0	1.0	1.0
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	0.0	1.0	1.0
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE	0.0	1.0	1.0
WP_CELIAC_DISEASE_MECHANISM_AND_THERAPIES	0.0	1.0	1.0
WP_CCL18_SIGNALING	0.0	1.0	1.0
WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS	0.0	1.0	1.0
WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA	0.0	1.0	1.0
WP_CARDIOMYOCYTE_SIGNALING_CONVERGING_ON_TITIN	0.0	1.0	1.0
WP_CARDIAC_HYPERTROPHIC_RESPONSE	0.0	1.0	1.0
WP_CEREBRAL_ORGANIC_ACIDURIAS_INCLUDING_DISEASES	0.0	1.0	1.0
WP_CANONICAL_NFKB_PATHWAY	0.0	1.0	1.0
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING	0.0	1.0	1.0
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING	0.0	1.0	1.0
WP_CANNABINOID_RECEPTOR_SIGNALING	0.0	1.0	1.0
WP_CANCER_PATHWAYS	0.0	1.0	1.0
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	0.0	1.0	1.0
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	0.0	1.0	1.0
WP_CAMKK2_PATHWAY	0.0	1.0	1.0
WP_CALORIC_RESTRICTION_AND_AGING	0.0	1.0	1.0
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS	0.0	1.0	1.0
WP_CALCIUM_MEDIATED_TCELL_APOPTOSIS_INVOLVED_IN_INCLUSION_BODY_MYOSITIS	0.0	1.0	1.0
WP_CAFFEINE_IN_MYOCYTES	0.0	1.0	1.0
WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION	0.0	1.0	1.0
WP_CHEMOKINE_SIGNALING	0.0	1.0	1.0
WP_AMPK_REGULATION_OF_MAMMARY_MILK_PROTEIN_SYNTHESIS	0.0	1.0	1.0
WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM	0.0	1.0	1.0
WP_CONVERSION_OF_ANGIOTENSINOGEN_TO_ANGIOTENSIN_II	0.0	1.0	1.0
WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE	0.0	1.0	1.0
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	0.0	1.0	1.0
WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY	0.0	1.0	1.0
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY	0.0	1.0	1.0
WP_COMPLEMENT_SYSTEM	0.0	1.0	1.0
WP_COMPLEMENT_AND_COAGULATION_CASCADES	0.0	1.0	1.0
WP_COMPLEMENT_ACTIVATION	0.0	1.0	1.0
WP_COMPLEMENTMEDIATED_INFLAMMATION_OF_PULMONARY_ALVEOLUS_IN_COVID19_HYPOTHETICAL_PATHWAY	0.0	1.0	1.0
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	0.0	1.0	1.0
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	0.0	1.0	1.0
WP_CODEINE_AND_MORPHINE_METABOLISM	0.0	1.0	1.0
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS	0.0	1.0	1.0
WP_CHOLESTASIS	0.0	1.0	1.0
WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM	0.0	1.0	1.0
WP_CIRCADIAN_RHYTHM_GENES	0.0	1.0	1.0
WP_CILIOPATHIES	0.0	1.0	1.0
WP_CILIARY_LANDSCAPE	0.0	1.0	1.0
WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION	0.0	1.0	1.0
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER	0.0	1.0	1.0
WP_CHOLESTEROL_SYNTHESIS_DISORDERS	0.0	1.0	1.0
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	0.0	1.0	1.0
WP_CHOLESTEROL_METABOLISM	0.0	1.0	1.0
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS	0.0	1.0	1.0
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES	0.0	1.0	1.0
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	0.0	1.0	1.0
WP_CAFFEINE_IN_BLOOD_VESSELS	0.0	1.0	1.0
WP_B_CELL_RECEPTOR_SIGNALING	0.0	1.0	1.0
WP_BURN_WOUND_HEALING	0.0	1.0	1.0
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER	0.0	1.0	1.0
WP_ATM_SIGNALING	0.0	1.0	1.0
WP_ASPIRIN_PREVENTION_OF_CANCER_METASTASIS	0.0	1.0	1.0
WP_ASPIRIN_AND_MIRNAS	0.0	1.0	1.0
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	0.0	1.0	1.0
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586	0.0	1.0	1.0
WP_ARYLAMINE_METABOLISM	0.0	1.0	1.0
WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION	0.0	1.0	1.0
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY	0.0	1.0	1.0
WP_ARACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE	0.0	1.0	1.0
WP_APOPTOSIS_REGULATION_BY_PARATHYROID_HORMONERELATED_PROTEIN	0.0	1.0	1.0
WP_APOPTOSIS_MODULATION_BY_HSP70	0.0	1.0	1.0
WP_APOPTOSIS_MODULATION_AND_SIGNALING	0.0	1.0	1.0
WP_APOPTOSIS	0.0	1.0	1.0
WP_BREAST_CANCER_PATHWAY	0.0	1.0	1.0
WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS	0.0	1.0	1.0
WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY	0.0	1.0	1.0
WP_ANK2_PATHWAY_IN_EPILEPSY_DEVELOPMENT	0.0	1.0	1.0
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY	0.0	1.0	1.0
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	0.0	1.0	1.0
WP_ANGIOGENESIS_OVERVIEW	0.0	1.0	1.0
WP_ANGIOGENESIS	0.0	1.0	1.0
WP_ANDROGEN_RECEPTOR_SIGNALING	0.0	1.0	1.0
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER	0.0	1.0	1.0
WP_ANDROGEN_BIOSYNTHESIS	0.0	1.0	1.0
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.0	1.0	1.0
WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	0.0	1.0	1.0
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE	0.0	1.0	1.0
WP_ATOPIC_DERMATITIS_MECHANISM_AND_THERAPIES	0.0	1.0	1.0
WP_ATR_SIGNALING	0.0	1.0	1.0
WP_AUTOPHAGY	0.0	1.0	1.0
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING	0.0	1.0	1.0
WP_BONE_MORPHOGENIC_PROTEIN_SIGNALING_AND_REGULATION	0.0	1.0	1.0
WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT	0.0	1.0	1.0
WP_BMP2WNT4FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION	0.0	1.0	1.0
WP_BLOOD_CLOTTING_CASCADE	0.0	1.0	1.0
WP_BLOODBASED_NEUROINFLAMMATION_MARKERS	0.0	1.0	1.0
WP_BLADDER_CANCER	0.0	1.0	1.0
WP_BIOTIN_METABOLISM_INCLUDING_IMDS	0.0	1.0	1.0
WP_BIOSYNTHESIS_AND_TURNOVER_OF_1DEOXYSPHINGOID_BASES	0.0	1.0	1.0
WP_BIOSYNTHESIS_AND_REGENERATION_OF_TETRAHYDROBIOPTERIN_AND_CATABOLISM_OF_PHENYLALANINE	0.0	1.0	1.0
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS	0.0	1.0	1.0
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS	0.0	1.0	1.0
WP_BIOGENIC_AMINE_SYNTHESIS	0.0	1.0	1.0
WP_BILE_ACID_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION	0.0	1.0	1.0
WP_BETAGLOBIN_GENE_EXPRESSION_REGULATION	0.0	1.0	1.0
WP_BENZOAPYRENE_METABOLISM	0.0	1.0	1.0
WP_BENZENE_METABOLISM	0.0	1.0	1.0
WP_BEMPEDOIC_ACID_THERAPY_IN_ATHEROSCLEROSIS_AND_METABOLIC_SYNDROME	0.0	1.0	1.0
WP_BDNF_SIGNALING_IN_NEURODEVELOPMENT	0.0	1.0	1.0
WP_BDNFTRKB_SIGNALING	0.0	1.0	1.0
WP_BASE_EXCISION_REPAIR	0.0	1.0	1.0
WP_BARDETBIEDL_SYNDROME	0.0	1.0	1.0
WP_AXON_GUIDANCE	0.0	1.0	1.0
WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS	0.0	1.0	1.0
WP_AUTOPHAGY_IN_PANCREATIC_DUCTAL_ADENOCARCINOMA	0.0	1.0	1.0
WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN	0.0	1.0	1.0
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP	0.0	1.0	1.0
TSUNODA_CISPLATIN_RESISTANCE_DN	0.0	1.0	1.0
VANDESLUIS_COMMD1_TARGETS_GROUP_4_DN	0.0	1.0	1.0
VANTVEER_BREAST_CANCER_BRCA1_UP	0.0	1.0	1.0
VANTVEER_BREAST_CANCER_BRCA1_DN	0.0	1.0	1.0
VANOEVELEN_MYOGENESIS_SIN3A_TARGETS	0.0	1.0	1.0
VANLOO_SP3_TARGETS_UP	0.0	1.0	1.0
VANLOO_SP3_TARGETS_DN	0.0	1.0	1.0
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	0.0	1.0	1.0
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	0.0	1.0	1.0
VANHARANTA_UTERINE_FIBROID_UP	0.0	1.0	1.0
VANHARANTA_UTERINE_FIBROID_DN	0.0	1.0	1.0
VANDESLUIS_NORMAL_EMBRYOS_UP	0.0	1.0	1.0
VANDESLUIS_NORMAL_EMBRYOS_DN	0.0	1.0	1.0
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	0.0	1.0	1.0
VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP	0.0	1.0	1.0
VANTVEER_BREAST_CANCER_ESR1_UP	0.0	1.0	1.0
VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	0.0	1.0	1.0
VANDESLUIS_COMMD1_TARGETS_GROUP_2_UP	0.0	1.0	1.0
VANASSE_BCL2_TARGETS_UP	0.0	1.0	1.0
VANASSE_BCL2_TARGETS_DN	0.0	1.0	1.0
VALK_AML_WITH_T_8_21_TRANSLOCATION	0.0	1.0	1.0
VALK_AML_WITH_FLT3_ITD	0.0	1.0	1.0
VALK_AML_WITH_EVI1	0.0	1.0	1.0
VALK_AML_WITH_CEBPA	0.0	1.0	1.0
VALK_AML_WITH_11Q23_REARRANGED	0.0	1.0	1.0
VALK_AML_CLUSTER_9	0.0	1.0	1.0
VALK_AML_CLUSTER_8	0.0	1.0	1.0
VALK_AML_CLUSTER_7	0.0	1.0	1.0
VANTVEER_BREAST_CANCER_ESR1_DN	0.0	1.0	1.0
